------------------------------
  Elements     Atomic Weight  
------------------------------
  1.	C         12.01099968
  2.	H          1.00800002
  3.	N         14.00699997
  4.	HE         4.00299978
------------------------------


--------------------------------------------------------------------------------------------------------------
                                                Molecular        Temperature        Elements
  Species                  Phase  Charge         weight         Low      High       C       H       N      HE
         Reaction order of species NC45H90(L)         equal to 1.0000
         Reaction order of species NC45H91_T(L)       equal to 1.0000


   1764. NC45H88(L) + 2NC45H91_T(L)  => C3H8 + NC6H12 + 0.2NC30H60(L) + 0.8NC45H90(L) + 0.4NC30H61_T(L) + 0.6NC45H91_T(L) + NC45H87(L) 
         k:       1.240000e+10	    0.00      14500.00
         Reaction order of species NC45H88(L)         equal to 1.0000
         Reaction order of species NC45H91_T(L)       equal to 1.0000


   1765. NC60H122(L) + 2NC45H91_T(L)  => C3H8 + NC6H12 + 0.2NC30H60(L) + 0.8NC45H90(L) + NC60H121(L) + 0.4NC30H61_T(L) + 0.6NC45H91_T(L) 
         k:       1.660000e+10	    0.00      14500.00
         Reaction order of species NC60H122(L)        equal to 1.0000
         Reaction order of species NC45H91_T(L)       equal to 1.0000


   1766. NC60H120(L) + 2NC45H91_T(L)  => C3H8 + NC6H12 + 0.2NC30H60(L) + 0.8NC45H90(L) + 0.4NC30H61_T(L) + 0.6NC45H91_T(L) + NC60H119(L) 
         k:       1.660000e+10	    0.00      14500.00
         Reaction order of species NC60H120(L)        equal to 1.0000
         Reaction order of species NC45H91_T(L)       equal to 1.0000


   1767. NC60H118(L) + 2NC45H91_T(L)  => C3H8 + NC6H12 + 0.2NC30H60(L) + 0.8NC45H90(L) + 0.4NC30H61_T(L) + 0.6NC45H91_T(L) + NC60H117(L) 
         k:       1.660000e+10	    0.00      14500.00
         Reaction order of species NC60H118(L)        equal to 1.0000
         Reaction order of species NC45H91_T(L)       equal to 1.0000


   1768. P-HDPE-P(L) + 2NC45H91_T(L)  => NC4H10 + NC7H14 + P-NC40H79-P(L) + 0.266667NC30H60(L) + 0.733333NC45H90(L) + 0.466667NC30H61_T(L) + 0.533333NC45H91_T(L) 
         k:       2.210000e+09	    0.00      14500.00
         Reaction order of species P-HDPE-P(L)        equal to 1.0000
         Reaction order of species NC45H91_T(L)       equal to 1.0000


   1769. P-NC40H81(L) + 2NC45H91_T(L)  => NC4H10 + NC7H14 + P-NC40H80(L) + 0.266667NC30H60(L) + 0.733333NC45H90(L) + 0.466667NC30H61_T(L) + 0.533333NC45H91_T(L) 
         k:       2.210000e+09	    0.00      14500.00
         Reaction order of species P-NC40H81(L)       equal to 1.0000
         Reaction order of species NC45H91_T(L)       equal to 1.0000


   1770. P-NC40H79(L) + 2NC45H91_T(L)  => NC4H10 + NC7H14 + P-NC40H78(L) + 0.266667NC30H60(L) + 0.733333NC45H90(L) + 0.466667NC30H61_T(L) + 0.533333NC45H91_T(L) 
         k:       2.210000e+09	    0.00      14500.00
         Reaction order of species P-NC40H79(L)       equal to 1.0000
         Reaction order of species NC45H91_T(L)       equal to 1.0000


   1771. NC16H34(L) + 2NC45H91_T(L)  => NC4H10 + NC7H14 + 0.266667NC30H60(L) + 0.733333NC45H90(L) + NC16H33(L) + 0.466667NC30H61_T(L) + 0.533333NC45H91_T(L) 
         k:       8.840000e+08	    0.00      14500.00
         Reaction order of species NC16H34(L)         equal to 1.0000
         Reaction order of species NC45H91_T(L)       equal to 1.0000


   1772. NC16H32(L) + 2NC45H91_T(L)  => NC4H10 + NC7H14 + 0.266667NC30H60(L) + 0.733333NC45H90(L) + 0.466667NC30H61_T(L) + 0.533333NC45H91_T(L) + NC16H31(L) 
         k:       8.840000e+08	    0.00      14500.00
         Reaction order of species NC16H32(L)         equal to 1.0000
         Reaction order of species NC45H91_T(L)       equal to 1.0000


   1773. NC16H30(L) + 2NC45H91_T(L)  => NC4H10 + NC7H14 + 0.266667NC30H60(L) + 0.733333NC45H90(L) + 0.466667NC30H61_T(L) + 0.533333NC45H91_T(L) + NC16H29(L) 
         k:       8.840000e+08	    0.00      14500.00
         Reaction order of species NC16H30(L)         equal to 1.0000
         Reaction order of species NC45H91_T(L)       equal to 1.0000


   1774. NC30H62(L) + 2NC45H91_T(L)  => NC4H10 + NC7H14 + 0.266667NC30H60(L) + 0.733333NC45H90(L) + NC30H61(L) + 0.466667NC30H61_T(L) + 0.533333NC45H91_T(L) 
         k:       1.660000e+09	    0.00      14500.00
         Reaction order of species NC30H62(L)         equal to 1.0000
         Reaction order of species NC45H91_T(L)       equal to 1.0000


   1775. NC30H60(L) + 2NC45H91_T(L)  => NC4H10 + NC7H14 + 0.266667NC30H60(L) + 0.733333NC45H90(L) + 0.466667NC30H61_T(L) + 0.533333NC45H91_T(L) + NC30H59(L) 
         k:       1.660000e+09	    0.00      14500.00
         Reaction order of species NC30H60(L)         equal to 1.0000
         Reaction order of species NC45H91_T(L)       equal to 1.0000


   1776. NC30H58(L) + 2NC45H91_T(L)  => NC4H10 + NC7H14 + 0.266667NC30H60(L) + 0.733333NC45H90(L) + 0.466667NC30H61_T(L) + 0.533333NC45H91_T(L) + NC30H57(L) 
         k:       1.660000e+09	    0.00      14500.00
         Reaction order of species NC30H58(L)         equal to 1.0000
         Reaction order of species NC45H91_T(L)       equal to 1.0000


   1777. NC45H92(L) + 2NC45H91_T(L)  => NC4H10 + NC7H14 + 0.266667NC30H60(L) + 0.733333NC45H90(L) + NC45H91(L) + 0.466667NC30H61_T(L) + 0.533333NC45H91_T(L) 
         k:       2.490000e+09	    0.00      14500.00
         Reaction order of species NC45H92(L)         equal to 1.0000
         Reaction order of species NC45H91_T(L)       equal to 1.0000


   1778. NC45H90(L) + 2NC45H91_T(L)  => NC4H10 + NC7H14 + 0.266667NC30H60(L) + 0.733333NC45H90(L) + 0.466667NC30H61_T(L) + 0.533333NC45H91_T(L) + NC45H89(L) 
         k:       2.490000e+09	    0.00      14500.00
         Reaction order of species NC45H90(L)         equal to 1.0000
         Reaction order of species NC45H91_T(L)       equal to 1.0000


   1779. NC45H88(L) + 2NC45H91_T(L)  => NC4H10 + NC7H14 + 0.266667NC30H60(L) + 0.733333NC45H90(L) + 0.466667NC30H61_T(L) + 0.533333NC45H91_T(L) + NC45H87(L) 
         k:       2.490000e+09	    0.00      14500.00
         Reaction order of species NC45H88(L)         equal to 1.0000
         Reaction order of species NC45H91_T(L)       equal to 1.0000


   1780. NC60H122(L) + 2NC45H91_T(L)  => NC4H10 + NC7H14 + 0.266667NC30H60(L) + 0.733333NC45H90(L) + NC60H121(L) + 0.466667NC30H61_T(L) + 0.533333NC45H91_T(L) 
         k:       3.320000e+09	    0.00      14500.00
         Reaction order of species NC60H122(L)        equal to 1.0000
         Reaction order of species NC45H91_T(L)       equal to 1.0000


   1781. NC60H120(L) + 2NC45H91_T(L)  => NC4H10 + NC7H14 + 0.266667NC30H60(L) + 0.733333NC45H90(L) + 0.466667NC30H61_T(L) + 0.533333NC45H91_T(L) + NC60H119(L) 
         k:       3.320000e+09	    0.00      14500.00
         Reaction order of species NC60H120(L)        equal to 1.0000
         Reaction order of species NC45H91_T(L)       equal to 1.0000


   1782. NC60H118(L) + 2NC45H91_T(L)  => NC4H10 + NC7H14 + 0.266667NC30H60(L) + 0.733333NC45H90(L) + 0.466667NC30H61_T(L) + 0.533333NC45H91_T(L) + NC60H117(L) 
         k:       3.320000e+09	    0.00      14500.00
         Reaction order of species NC60H118(L)        equal to 1.0000
         Reaction order of species NC45H91_T(L)       equal to 1.0000


   1783. P-HDPE-P(L) + 2NC45H91_T(L)  => NC5H12 + NC8H16 + P-NC40H79-P(L) + 0.333333NC30H60(L) + 0.666667NC45H90(L) + 0.533333NC30H61_T(L) + 0.466667NC45H91_T(L) 
         k:       1.410000e+11	    0.00      28200.00
         Reaction order of species P-HDPE-P(L)        equal to 1.0000
         Reaction order of species NC45H91_T(L)       equal to 1.0000


   1784. P-NC40H81(L) + 2NC45H91_T(L)  => NC5H12 + NC8H16 + P-NC40H80(L) + 0.333333NC30H60(L) + 0.666667NC45H90(L) + 0.533333NC30H61_T(L) + 0.466667NC45H91_T(L) 
         k:       1.410000e+11	    0.00      28200.00
         Reaction order of species P-NC40H81(L)       equal to 1.0000
         Reaction order of species NC45H91_T(L)       equal to 1.0000


   1785. P-NC40H79(L) + 2NC45H91_T(L)  => NC5H12 + NC8H16 + P-NC40H78(L) + 0.333333NC30H60(L) + 0.666667NC45H90(L) + 0.533333NC30H61_T(L) + 0.466667NC45H91_T(L) 
         k:       1.410000e+11	    0.00      28200.00
         Reaction order of species P-NC40H79(L)       equal to 1.0000
         Reaction order of species NC45H91_T(L)       equal to 1.0000


   1786. NC16H34(L) + 2NC45H91_T(L)  => NC5H12 + NC8H16 + 0.333333NC30H60(L) + 0.666667NC45H90(L) + NC16H33(L) + 0.533333NC30H61_T(L) + 0.466667NC45H91_T(L) 
         k:       5.660000e+10	    0.00      28200.00
         Reaction order of species NC16H34(L)         equal to 1.0000
         Reaction order of species NC45H91_T(L)       equal to 1.0000


   1787. NC16H32(L) + 2NC45H91_T(L)  => NC5H12 + NC8H16 + 0.333333NC30H60(L) + 0.666667NC45H90(L) + 0.533333NC30H61_T(L) + 0.466667NC45H91_T(L) + NC16H31(L) 
         k:       5.660000e+10	    0.00      28200.00
         Reaction order of species NC16H32(L)         equal to 1.0000
         Reaction order of species NC45H91_T(L)       equal to 1.0000


   1788. NC16H30(L) + 2NC45H91_T(L)  => NC5H12 + NC8H16 + 0.333333NC30H60(L) + 0.666667NC45H90(L) + 0.533333NC30H61_T(L) + 0.466667NC45H91_T(L) + NC16H29(L) 
         k:       5.660000e+10	    0.00      28200.00
         Reaction order of species NC16H30(L)         equal to 1.0000
         Reaction order of species NC45H91_T(L)       equal to 1.0000


   1789. NC30H62(L) + 2NC45H91_T(L)  => NC5H12 + NC8H16 + 0.333333NC30H60(L) + 0.666667NC45H90(L) + NC30H61(L) + 0.533333NC30H61_T(L) + 0.466667NC45H91_T(L) 
         k:       1.060000e+11	    0.00      28200.00
         Reaction order of species NC30H62(L)         equal to 1.0000
         Reaction order of species NC45H91_T(L)       equal to 1.0000


   1790. NC30H60(L) + 2NC45H91_T(L)  => NC5H12 + NC8H16 + 0.333333NC30H60(L) + 0.666667NC45H90(L) + 0.533333NC30H61_T(L) + 0.466667NC45H91_T(L) + NC30H59(L) 
         k:       1.060000e+11	    0.00      28200.00
         Reaction order of species NC30H60(L)         equal to 1.0000
         Reaction order of species NC45H91_T(L)       equal to 1.0000


   1791. NC30H58(L) + 2NC45H91_T(L)  => NC5H12 + NC8H16 + 0.333333NC30H60(L) + 0.666667NC45H90(L) + 0.533333NC30H61_T(L) + 0.466667NC45H91_T(L) + NC30H57(L) 
         k:       1.060000e+11	    0.00      28200.00
         Reaction order of species NC30H58(L)         equal to 1.0000
         Reaction order of species NC45H91_T(L)       equal to 1.0000


   1792. NC45H92(L) + 2NC45H91_T(L)  => NC5H12 + NC8H16 + 0.333333NC30H60(L) + 0.666667NC45H90(L) + NC45H91(L) + 0.533333NC30H61_T(L) + 0.466667NC45H91_T(L) 
         k:       1.590000e+11	    0.00      28200.00
         Reaction order of species NC45H92(L)         equal to 1.0000
         Reaction order of species NC45H91_T(L)       equal to 1.0000


   1793. NC45H90(L) + 2NC45H91_T(L)  => NC5H12 + NC8H16 + 0.333333NC30H60(L) + 0.666667NC45H90(L) + 0.533333NC30H61_T(L) + 0.466667NC45H91_T(L) + NC45H89(L) 
         k:       1.590000e+11	    0.00      28200.00
         Reaction order of species NC45H90(L)         equal to 1.0000
         Reaction order of species NC45H91_T(L)       equal to 1.0000


   1794. NC45H88(L) + 2NC45H91_T(L)  => NC5H12 + NC8H16 + 0.333333NC30H60(L) + 0.666667NC45H90(L) + 0.533333NC30H61_T(L) + 0.466667NC45H91_T(L) + NC45H87(L) 
         k:       1.590000e+11	    0.00      28200.00
         Reaction order of species NC45H88(L)         equal to 1.0000
         Reaction order of species NC45H91_T(L)       equal to 1.0000


   1795. NC60H122(L) + 2NC45H91_T(L)  => NC5H12 + NC8H16 + 0.333333NC30H60(L) + 0.666667NC45H90(L) + NC60H121(L) + 0.533333NC30H61_T(L) + 0.466667NC45H91_T(L) 
         k:       2.120000e+11	    0.00      28200.00
         Reaction order of species NC60H122(L)        equal to 1.0000
         Reaction order of species NC45H91_T(L)       equal to 1.0000


   1796. NC60H120(L) + 2NC45H91_T(L)  => NC5H12 + NC8H16 + 0.333333NC30H60(L) + 0.666667NC45H90(L) + 0.533333NC30H61_T(L) + 0.466667NC45H91_T(L) + NC60H119(L) 
         k:       2.120000e+11	    0.00      28200.00
         Reaction order of species NC60H120(L)        equal to 1.0000
         Reaction order of species NC45H91_T(L)       equal to 1.0000


   1797. NC60H118(L) + 2NC45H91_T(L)  => NC5H12 + NC8H16 + 0.333333NC30H60(L) + 0.666667NC45H90(L) + 0.533333NC30H61_T(L) + 0.466667NC45H91_T(L) + NC60H117(L) 
         k:       2.120000e+11	    0.00      28200.00
         Reaction order of species NC60H118(L)        equal to 1.0000
         Reaction order of species NC45H91_T(L)       equal to 1.0000


   1798. P-HDPE-P(L) + 2NC45H91_T(L)  => NC6H14 + NC9H18 + P-NC40H79-P(L) + 0.4NC30H60(L) + 0.6NC45H90(L) + 0.6NC30H61_T(L) + 0.4NC45H91_T(L) 
         k:       4.250000e+10	    0.00      22100.00
         Reaction order of species P-HDPE-P(L)        equal to 1.0000
         Reaction order of species NC45H91_T(L)       equal to 1.0000


   1799. P-NC40H81(L) + 2NC45H91_T(L)  => NC6H14 + NC9H18 + P-NC40H80(L) + 0.4NC30H60(L) + 0.6NC45H90(L) + 0.6NC30H61_T(L) + 0.4NC45H91_T(L) 
         k:       4.250000e+10	    0.00      22100.00
         Reaction order of species P-NC40H81(L)       equal to 1.0000
         Reaction order of species NC45H91_T(L)       equal to 1.0000


   1800. P-NC40H79(L) + 2NC45H91_T(L)  => NC6H14 + NC9H18 + P-NC40H78(L) + 0.4NC30H60(L) + 0.6NC45H90(L) + 0.6NC30H61_T(L) + 0.4NC45H91_T(L) 
         k:       4.250000e+10	    0.00      22100.00
         Reaction order of species P-NC40H79(L)       equal to 1.0000
         Reaction order of species NC45H91_T(L)       equal to 1.0000


   1801. NC16H34(L) + 2NC45H91_T(L)  => NC6H14 + NC9H18 + 0.4NC30H60(L) + 0.6NC45H90(L) + NC16H33(L) + 0.6NC30H61_T(L) + 0.4NC45H91_T(L) 
         k:       1.700000e+10	    0.00      22100.00
         Reaction order of species NC16H34(L)         equal to 1.0000
         Reaction order of species NC45H91_T(L)       equal to 1.0000


   1802. NC16H32(L) + 2NC45H91_T(L)  => NC6H14 + NC9H18 + 0.4NC30H60(L) + 0.6NC45H90(L) + 0.6NC30H61_T(L) + 0.4NC45H91_T(L) + NC16H31(L) 
         k:       1.700000e+10	    0.00      22100.00
         Reaction order of species NC16H32(L)         equal to 1.0000
         Reaction order of species NC45H91_T(L)       equal to 1.0000


   1803. NC16H30(L) + 2NC45H91_T(L)  => NC6H14 + NC9H18 + 0.4NC30H60(L) + 0.6NC45H90(L) + 0.6NC30H61_T(L) + 0.4NC45H91_T(L) + NC16H29(L) 
         k:       1.700000e+10	    0.00      22100.00
         Reaction order of species NC16H30(L)         equal to 1.0000
         Reaction order of species NC45H91_T(L)       equal to 1.0000


   1804. NC30H62(L) + 2NC45H91_T(L)  => NC6H14 + NC9H18 + 0.4NC30H60(L) + 0.6NC45H90(L) + NC30H61(L) + 0.6NC30H61_T(L) + 0.4NC45H91_T(L) 
         k:       3.190000e+10	    0.00      22100.00
         Reaction order of species NC30H62(L)         equal to 1.0000
         Reaction order of species NC45H91_T(L)       equal to 1.0000


   1805. NC30H60(L) + 2NC45H91_T(L)  => NC6H14 + NC9H18 + 0.4NC30H60(L) + 0.6NC45H90(L) + 0.6NC30H61_T(L) + 0.4NC45H91_T(L) + NC30H59(L) 
         k:       3.190000e+10	    0.00      22100.00
         Reaction order of species NC30H60(L)         equal to 1.0000
         Reaction order of species NC45H91_T(L)       equal to 1.0000


   1806. NC30H58(L) + 2NC45H91_T(L)  => NC6H14 + NC9H18 + 0.4NC30H60(L) + 0.6NC45H90(L) + 0.6NC30H61_T(L) + 0.4NC45H91_T(L) + NC30H57(L) 
         k:       3.190000e+10	    0.00      22100.00
         Reaction order of species NC30H58(L)         equal to 1.0000
         Reaction order of species NC45H91_T(L)       equal to 1.0000


   1807. NC45H92(L) + 2NC45H91_T(L)  => NC6H14 + NC9H18 + 0.4NC30H60(L) + 0.6NC45H90(L) + NC45H91(L) + 0.6NC30H61_T(L) + 0.4NC45H91_T(L) 
         k:       4.780000e+10	    0.00      22100.00
         Reaction order of species NC45H92(L)         equal to 1.0000
         Reaction order of species NC45H91_T(L)       equal to 1.0000


   1808. NC45H90(L) + 2NC45H91_T(L)  => NC6H14 + NC9H18 + 0.4NC30H60(L) + 0.6NC45H90(L) + 0.6NC30H61_T(L) + 0.4NC45H91_T(L) + NC45H89(L) 
         k:       4.780000e+10	    0.00      22100.00
         Reaction order of species NC45H90(L)         equal to 1.0000
         Reaction order of species NC45H91_T(L)       equal to 1.0000


   1809. NC45H88(L) + 2NC45H91_T(L)  => NC6H14 + NC9H18 + 0.4NC30H60(L) + 0.6NC45H90(L) + 0.6NC30H61_T(L) + 0.4NC45H91_T(L) + NC45H87(L) 
         k:       4.780000e+10	    0.00      22100.00
         Reaction order of species NC45H88(L)         equal to 1.0000
         Reaction order of species NC45H91_T(L)       equal to 1.0000


   1810. NC60H122(L) + 2NC45H91_T(L)  => NC6H14 + NC9H18 + 0.4NC30H60(L) + 0.6NC45H90(L) + NC60H121(L) + 0.6NC30H61_T(L) + 0.4NC45H91_T(L) 
         k:       6.380000e+10	    0.00      22100.00
         Reaction order of species NC60H122(L)        equal to 1.0000
         Reaction order of species NC45H91_T(L)       equal to 1.0000


   1811. NC60H120(L) + 2NC45H91_T(L)  => NC6H14 + NC9H18 + 0.4NC30H60(L) + 0.6NC45H90(L) + 0.6NC30H61_T(L) + 0.4NC45H91_T(L) + NC60H119(L) 
         k:       6.380000e+10	    0.00      22100.00
         Reaction order of species NC60H120(L)        equal to 1.0000
         Reaction order of species NC45H91_T(L)       equal to 1.0000


   1812. NC60H118(L) + 2NC45H91_T(L)  => NC6H14 + NC9H18 + 0.4NC30H60(L) + 0.6NC45H90(L) + 0.6NC30H61_T(L) + 0.4NC45H91_T(L) + NC60H117(L) 
         k:       6.380000e+10	    0.00      22100.00
         Reaction order of species NC60H118(L)        equal to 1.0000
         Reaction order of species NC45H91_T(L)       equal to 1.0000


   1813. P-HDPE-P(L) + 2NC45H91_T(L)  => NC7H16 + NC10H20 + P-NC40H79-P(L) + 0.466667NC30H60(L) + 0.533333NC45H90(L) + 0.666667NC30H61_T(L) + 0.333333NC45H91_T(L) 
         k:       4.370000e+09	    0.00      16400.00
         Reaction order of species P-HDPE-P(L)        equal to 1.0000
         Reaction order of species NC45H91_T(L)       equal to 1.0000


   1814. P-NC40H81(L) + 2NC45H91_T(L)  => NC7H16 + NC10H20 + P-NC40H80(L) + 0.466667NC30H60(L) + 0.533333NC45H90(L) + 0.666667NC30H61_T(L) + 0.333333NC45H91_T(L) 
         k:       4.370000e+09	    0.00      16400.00
         Reaction order of species P-NC40H81(L)       equal to 1.0000
         Reaction order of species NC45H91_T(L)       equal to 1.0000


   1815. P-NC40H79(L) + 2NC45H91_T(L)  => NC7H16 + NC10H20 + P-NC40H78(L) + 0.466667NC30H60(L) + 0.533333NC45H90(L) + 0.666667NC30H61_T(L) + 0.333333NC45H91_T(L) 
         k:       4.370000e+09	    0.00      16400.00
         Reaction order of species P-NC40H79(L)       equal to 1.0000
         Reaction order of species NC45H91_T(L)       equal to 1.0000


   1816. NC16H34(L) + 2NC45H91_T(L)  => NC7H16 + NC10H20 + 0.466667NC30H60(L) + 0.533333NC45H90(L) + NC16H33(L) + 0.666667NC30H61_T(L) + 0.333333NC45H91_T(L) 
         k:       1.750000e+09	    0.00      16400.00
         Reaction order of species NC16H34(L)         equal to 1.0000
         Reaction order of species NC45H91_T(L)       equal to 1.0000


   1817. NC16H32(L) + 2NC45H91_T(L)  => NC7H16 + NC10H20 + 0.466667NC30H60(L) + 0.533333NC45H90(L) + 0.666667NC30H61_T(L) + 0.333333NC45H91_T(L) + NC16H31(L) 
         k:       1.750000e+09	    0.00      16400.00
         Reaction order of species NC16H32(L)         equal to 1.0000
         Reaction order of species NC45H91_T(L)       equal to 1.0000


   1818. NC16H30(L) + 2NC45H91_T(L)  => NC7H16 + NC10H20 + 0.466667NC30H60(L) + 0.533333NC45H90(L) + 0.666667NC30H61_T(L) + 0.333333NC45H91_T(L) + NC16H29(L) 
         k:       1.750000e+09	    0.00      16400.00
         Reaction order of species NC16H30(L)         equal to 1.0000
         Reaction order of species NC45H91_T(L)       equal to 1.0000


   1819. NC30H62(L) + 2NC45H91_T(L)  => NC7H16 + NC10H20 + 0.466667NC30H60(L) + 0.533333NC45H90(L) + NC30H61(L) + 0.666667NC30H61_T(L) + 0.333333NC45H91_T(L) 
         k:       3.280000e+09	    0.00      16400.00
         Reaction order of species NC30H62(L)         equal to 1.0000
         Reaction order of species NC45H91_T(L)       equal to 1.0000


   1820. NC30H60(L) + 2NC45H91_T(L)  => NC7H16 + NC10H20 + 0.466667NC30H60(L) + 0.533333NC45H90(L) + 0.666667NC30H61_T(L) + 0.333333NC45H91_T(L) + NC30H59(L) 
         k:       3.280000e+09	    0.00      16400.00
         Reaction order of species NC30H60(L)         equal to 1.0000
         Reaction order of species NC45H91_T(L)       equal to 1.0000


   1821. NC30H58(L) + 2NC45H91_T(L)  => NC7H16 + NC10H20 + 0.466667NC30H60(L) + 0.533333NC45H90(L) + 0.666667NC30H61_T(L) + 0.333333NC45H91_T(L) + NC30H57(L) 
         k:       3.280000e+09	    0.00      16400.00
         Reaction order of species NC30H58(L)         equal to 1.0000
         Reaction order of species NC45H91_T(L)       equal to 1.0000


   1822. NC45H92(L) + 2NC45H91_T(L)  => NC7H16 + NC10H20 + 0.466667NC30H60(L) + 0.533333NC45H90(L) + NC45H91(L) + 0.666667NC30H61_T(L) + 0.333333NC45H91_T(L) 
         k:       4.920000e+09	    0.00      16400.00
         Reaction order of species NC45H92(L)         equal to 1.0000
         Reaction order of species NC45H91_T(L)       equal to 1.0000


   1823. NC45H90(L) + 2NC45H91_T(L)  => NC7H16 + NC10H20 + 0.466667NC30H60(L) + 0.533333NC45H90(L) + 0.666667NC30H61_T(L) + 0.333333NC45H91_T(L) + NC45H89(L) 
         k:       4.920000e+09	    0.00      16400.00
         Reaction order of species NC45H90(L)         equal to 1.0000
         Reaction order of species NC45H91_T(L)       equal to 1.0000


   1824. NC45H88(L) + 2NC45H91_T(L)  => NC7H16 + NC10H20 + 0.466667NC30H60(L) + 0.533333NC45H90(L) + 0.666667NC30H61_T(L) + 0.333333NC45H91_T(L) + NC45H87(L) 
         k:       4.920000e+09	    0.00      16400.00
         Reaction order of species NC45H88(L)         equal to 1.0000
         Reaction order of species NC45H91_T(L)       equal to 1.0000


   1825. NC60H122(L) + 2NC45H91_T(L)  => NC7H16 + NC10H20 + 0.466667NC30H60(L) + 0.533333NC45H90(L) + NC60H121(L) + 0.666667NC30H61_T(L) + 0.333333NC45H91_T(L) 
         k:       6.550000e+09	    0.00      16400.00
         Reaction order of species NC60H122(L)        equal to 1.0000
         Reaction order of species NC45H91_T(L)       equal to 1.0000


   1826. NC60H120(L) + 2NC45H91_T(L)  => NC7H16 + NC10H20 + 0.466667NC30H60(L) + 0.533333NC45H90(L) + 0.666667NC30H61_T(L) + 0.333333NC45H91_T(L) + NC60H119(L) 
         k:       6.550000e+09	    0.00      16400.00
         Reaction order of species NC60H120(L)        equal to 1.0000
         Reaction order of species NC45H91_T(L)       equal to 1.0000


   1827. NC60H118(L) + 2NC45H91_T(L)  => NC7H16 + NC10H20 + 0.466667NC30H60(L) + 0.533333NC45H90(L) + 0.666667NC30H61_T(L) + 0.333333NC45H91_T(L) + NC60H117(L) 
         k:       6.550000e+09	    0.00      16400.00
         Reaction order of species NC60H118(L)        equal to 1.0000
         Reaction order of species NC45H91_T(L)       equal to 1.0000


   1828. P-HDPE-P(L) + 2NC45H91_T(L)  => NC8H18 + NC11H22 + P-NC40H79-P(L) + 0.533333NC30H60(L) + 0.466667NC45H90(L) + 0.733333NC30H61_T(L) + 0.266667NC45H91_T(L) 
         k:       1.470000e+09	    0.00      16200.00
         Reaction order of species P-HDPE-P(L)        equal to 1.0000
         Reaction order of species NC45H91_T(L)       equal to 1.0000


   1829. P-NC40H81(L) + 2NC45H91_T(L)  => NC8H18 + NC11H22 + P-NC40H80(L) + 0.533333NC30H60(L) + 0.466667NC45H90(L) + 0.733333NC30H61_T(L) + 0.266667NC45H91_T(L) 
         k:       1.470000e+09	    0.00      16200.00
         Reaction order of species P-NC40H81(L)       equal to 1.0000
         Reaction order of species NC45H91_T(L)       equal to 1.0000


   1830. P-NC40H79(L) + 2NC45H91_T(L)  => NC8H18 + NC11H22 + P-NC40H78(L) + 0.533333NC30H60(L) + 0.466667NC45H90(L) + 0.733333NC30H61_T(L) + 0.266667NC45H91_T(L) 
         k:       1.470000e+09	    0.00      16200.00
         Reaction order of species P-NC40H79(L)       equal to 1.0000
         Reaction order of species NC45H91_T(L)       equal to 1.0000


   1831. NC16H34(L) + 2NC45H91_T(L)  => NC8H18 + NC11H22 + 0.533333NC30H60(L) + 0.466667NC45H90(L) + NC16H33(L) + 0.733333NC30H61_T(L) + 0.266667NC45H91_T(L) 
         k:       5.890000e+08	    0.00      16200.00
         Reaction order of species NC16H34(L)         equal to 1.0000
         Reaction order of species NC45H91_T(L)       equal to 1.0000


   1832. NC16H32(L) + 2NC45H91_T(L)  => NC8H18 + NC11H22 + 0.533333NC30H60(L) + 0.466667NC45H90(L) + 0.733333NC30H61_T(L) + 0.266667NC45H91_T(L) + NC16H31(L) 
         k:       5.890000e+08	    0.00      16200.00
         Reaction order of species NC16H32(L)         equal to 1.0000
         Reaction order of species NC45H91_T(L)       equal to 1.0000


   1833. NC16H30(L) + 2NC45H91_T(L)  => NC8H18 + NC11H22 + 0.533333NC30H60(L) + 0.466667NC45H90(L) + 0.733333NC30H61_T(L) + 0.266667NC45H91_T(L) + NC16H29(L) 
         k:       5.890000e+08	    0.00      16200.00
         Reaction order of species NC16H30(L)         equal to 1.0000
         Reaction order of species NC45H91_T(L)       equal to 1.0000


   1834. NC30H62(L) + 2NC45H91_T(L)  => NC8H18 + NC11H22 + 0.533333NC30H60(L) + 0.466667NC45H90(L) + NC30H61(L) + 0.733333NC30H61_T(L) + 0.266667NC45H91_T(L) 
         k:       1.110000e+09	    0.00      16200.00
         Reaction order of species NC30H62(L)         equal to 1.0000
         Reaction order of species NC45H91_T(L)       equal to 1.0000


   1835. NC30H60(L) + 2NC45H91_T(L)  => NC8H18 + NC11H22 + 0.533333NC30H60(L) + 0.466667NC45H90(L) + 0.733333NC30H61_T(L) + 0.266667NC45H91_T(L) + NC30H59(L) 
         k:       1.110000e+09	    0.00      16200.00
         Reaction order of species NC30H60(L)         equal to 1.0000
         Reaction order of species NC45H91_T(L)       equal to 1.0000


   1836. NC30H58(L) + 2NC45H91_T(L)  => NC8H18 + NC11H22 + 0.533333NC30H60(L) + 0.466667NC45H90(L) + 0.733333NC30H61_T(L) + 0.266667NC45H91_T(L) + NC30H57(L) 
         k:       1.110000e+09	    0.00      16200.00
